Movie_Title,Year,Director,Actors,Rating,Runtime(Mins),Censor,Total_Gross,main_genre,side_genre,source_row_id,movie_title,release_year,decade,director_clean,lead_actor,actor_2,actor_3,actor_4,imdb_rating_10,runtime_minutes,runtime_bucket,censor_rating_clean,gross_usd_millions,gross_bucket,all_genres,main_genre_clean,genre_action,genre_adventure,genre_animation,genre_biography,genre_comedy,genre_crime,genre_documentary,genre_drama,genre_family,genre_fantasy,genre_history,genre_horror,genre_music,genre_mystery,genre_romance,genre_sci_fi,genre_sport,genre_thriller,genre_war,genre_western,preference_action_score,preference_comedy_score,preference_drama_score,preference_sci_fi_score,preference_romance_score,preference_documentary_score,rating_score,recency_score,length_score,popularity_score,family_friendly_score,director_dataset_popularity_score,actor_dataset_popularity_score,mood_relax,mood_funny,mood_emotional,mood_adrenaline,mood_mind_bending,overview_clean,recommendation_explanation_base,data_source_note
"New York, I Love You",2008,"Directors:Fatih Akin, Yvan Attal, Randall Balsmeyer, Allen Hughes, Shunji Iwai, Wen Jiang, Shekhar Kapur, Joshua Marston, Mira Nair, Natalie Portman, Brett Ratner","Shia LaBeouf, Natalie Portman, Bradley Cooper, Hayden Christensen",6.2,103,R,$1.59M,Comedy," Drama,  Romance",4652,"New York, I Love You",2008,2000s,"Directors:Fatih Akin, Yvan Attal, Randall Balsmeyer, Allen Hughes, Shunji Iwai, Wen Jiang, Shekhar Kapur, Joshua Marston, Mira Nair, Natalie Portman, Brett Ratner",Shia LaBeouf,Natalie Portman,Bradley Cooper,Hayden Christensen,6.2,103,Standard,R,1.59,Low,"Comedy, Drama, Romance",Comedy,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.0,1.0,0.0,1.0,0.0,0.62,0.863,0.942,0.139,0.25,0.1,1.0,0.879,0.849,0.962,0.021,0.224,"New York, I Love You is a 2008 Comedy, Drama, Romance film directed by Directors:Fatih Akin, Yvan Attal, Randall Balsmeyer, Allen Hughes, Shunji Iwai, Wen Jiang, Shekhar Kapur, Joshua Marston, Mira Nair, Natalie Portman, Brett Ratner and starring Shia LaBeouf, Natalie Portman, Bradley Cooper. IMDb rating: 6.2/10, runtime: 103 minutes, reported gross: $1.59M.",strong comedy signal; strong drama signal; strong romance signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
The Nanny Diaries,2007,"Directors:Shari Springer Berman, Robert Pulcini","Scarlett Johansson, Laura Linney, Paul Giamatti, Donna Murphy",6.2,106,PG-13,$25.93M,Comedy," Drama,  Romance",4653,The Nanny Diaries,2007,2000s,"Directors:Shari Springer Berman, Robert Pulcini",Scarlett Johansson,Laura Linney,Paul Giamatti,Donna Murphy,6.2,106,Standard,PG-13,25.93,Low,"Comedy, Drama, Romance",Comedy,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.0,1.0,0.0,1.0,0.0,0.62,0.853,0.967,0.481,0.75,0.3,1.0,0.958,0.925,0.962,0.072,0.224,"The Nanny Diaries is a 2007 Comedy, Drama, Romance film directed by Directors:Shari Springer Berman, Robert Pulcini and starring Scarlett Johansson, Laura Linney, Paul Giamatti. IMDb rating: 6.2/10, runtime: 106 minutes, reported gross: $25.93M.",strong comedy signal; strong drama signal; strong romance signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
Man of the Year,2006,Barry Levinson,"Robin Williams, Laura Linney, Lewis Black, Christopher Walken",6.2,115,PG-13,$37.44M,Comedy," Drama,  Romance",4654,Man of the Year,2006,2000s,Barry Levinson,Robin Williams,Laura Linney,Lewis Black,Christopher Walken,6.2,115,Standard,PG-13,37.44,Low,"Comedy, Drama, Romance",Comedy,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.0,1.0,0.0,1.0,0.0,0.62,0.843,0.958,0.533,0.75,1.0,1.0,0.956,0.925,0.962,0.08,0.224,"Man of the Year is a 2006 Comedy, Drama, Romance film directed by Barry Levinson and starring Robin Williams, Laura Linney, Lewis Black. IMDb rating: 6.2/10, runtime: 115 minutes, reported gross: $37.44M.",strong comedy signal; strong drama signal; strong romance signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
Prime,2005,Ben Younger,"Uma Thurman, Meryl Streep, Bryan Greenberg, Jon Abrahams",6.2,105,PG-13,$22.83M,Comedy," Drama,  Romance",4655,Prime,2005,2000s,Ben Younger,Uma Thurman,Meryl Streep,Bryan Greenberg,Jon Abrahams,6.2,105,Standard,PG-13,22.83,Low,"Comedy, Drama, Romance",Comedy,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.0,1.0,0.0,1.0,0.0,0.62,0.833,0.958,0.463,0.75,0.3,1.0,0.956,0.925,0.962,0.069,0.224,"Prime is a 2005 Comedy, Drama, Romance film directed by Ben Younger and starring Uma Thurman, Meryl Streep, Bryan Greenberg. IMDb rating: 6.2/10, runtime: 105 minutes, reported gross: $22.83M.",strong comedy signal; strong drama signal; strong romance signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
Alfie,2004,Charles Shyer,"Jude Law, Sienna Miller, Susan Sarandon, Renée Taylor",6.2,103,R,$13.40M,Comedy," Drama,  Romance",4656,Alfie,2004,2000s,Charles Shyer,Jude Law,Sienna Miller,Susan Sarandon,Renée Taylor,6.2,103,Standard,R,13.4,Low,"Comedy, Drama, Romance",Comedy,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.0,1.0,0.0,1.0,0.0,0.62,0.824,0.942,0.39,0.25,0.3,1.0,0.879,0.849,0.962,0.058,0.224,"Alfie is a 2004 Comedy, Drama, Romance film directed by Charles Shyer and starring Jude Law, Sienna Miller, Susan Sarandon. IMDb rating: 6.2/10, runtime: 103 minutes, reported gross: $13.40M.",strong comedy signal; strong drama signal; strong romance signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
Shall We Dance?,2004,Peter Chelsom,"Richard Gere, Jennifer Lopez, Susan Sarandon, Stanley Tucci",6.2,106,PG-13,$57.89M,Comedy," Drama,  Music",4657,Shall We Dance?,2004,2000s,Peter Chelsom,Richard Gere,Jennifer Lopez,Susan Sarandon,Stanley Tucci,6.2,106,Standard,PG-13,57.89,Medium,"Comedy, Drama, Music",Comedy,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.35,0.45,0.62,0.824,0.967,0.596,0.75,0.5,1.0,0.795,0.925,0.8,0.089,0.224,"Shall We Dance? is a 2004 Comedy, Drama, Music film directed by Peter Chelsom and starring Richard Gere, Jennifer Lopez, Susan Sarandon. IMDb rating: 6.2/10, runtime: 106 minutes, reported gross: $57.89M.",strong comedy signal; strong drama signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
Fever Pitch,2005,"Directors:Bobby Farrelly, Peter Farrelly","Drew Barrymore, Jimmy Fallon, Jason Spevack, Jack Kehler",6.2,104,U,$42.07M,Comedy," Drama,  Romance",4658,Fever Pitch,2005,2000s,"Directors:Bobby Farrelly, Peter Farrelly",Drew Barrymore,Jimmy Fallon,Jason Spevack,Jack Kehler,6.2,104,Standard,U,42.07,Low,"Comedy, Drama, Romance",Comedy,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.0,1.0,0.0,1.0,0.0,0.62,0.833,0.95,0.55,1.0,1.0,1.0,0.992,0.962,0.962,0.083,0.224,"Fever Pitch is a 2005 Comedy, Drama, Romance film directed by Directors:Bobby Farrelly, Peter Farrelly and starring Drew Barrymore, Jimmy Fallon, Jason Spevack. IMDb rating: 6.2/10, runtime: 104 minutes, reported gross: $42.07M.",strong comedy signal; strong drama signal; strong romance signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
The Human Stain,2003,Robert Benton,"Anthony Hopkins, Nicole Kidman, Ed Harris, Gary Sinise",6.2,106,R,$5.38M,Drama," Romance,  Thriller",4659,The Human Stain,2003,2000s,Robert Benton,Anthony Hopkins,Nicole Kidman,Ed Harris,Gary Sinise,6.2,106,Standard,R,5.38,Low,"Drama, Romance, Thriller",Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0.75,0.25,1.0,0.0,1.0,0.0,0.62,0.814,0.967,0.271,0.25,0.2,1.0,0.545,0.287,0.962,0.528,0.374,"The Human Stain is a 2003 Drama, Romance, Thriller film directed by Robert Benton and starring Anthony Hopkins, Nicole Kidman, Ed Harris. IMDb rating: 6.2/10, runtime: 106 minutes, reported gross: $5.38M.",strong drama signal; strong romance signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
Jersey Girl,2004,Kevin Smith,"Ben Affleck, Liv Tyler, Raquel Castro, Betty Aberlin",6.2,102,UA,$25.27M,Comedy," Drama,  Romance",4660,Jersey Girl,2004,2000s,Kevin Smith,Ben Affleck,Liv Tyler,Raquel Castro,Betty Aberlin,6.2,102,Standard,UA,25.27,Low,"Comedy, Drama, Romance",Comedy,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.0,1.0,0.0,1.0,0.0,0.62,0.824,0.933,0.478,0.75,1.0,1.0,0.952,0.925,0.962,0.072,0.224,"Jersey Girl is a 2004 Comedy, Drama, Romance film directed by Kevin Smith and starring Ben Affleck, Liv Tyler, Raquel Castro. IMDb rating: 6.2/10, runtime: 102 minutes, reported gross: $25.27M.",strong comedy signal; strong drama signal; strong romance signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
Orange County,2002,Jake Kasdan,"Colin Hanks, Jack Black, Schuyler Fisk, Bret Harrison",6.2,82,PG-13,$41.03M,Comedy, Drama,4661,Orange County,2002,2000s,Jake Kasdan,Colin Hanks,Jack Black,Schuyler Fisk,Bret Harrison,6.2,82,Short,PG-13,41.03,Low,"Comedy, Drama",Comedy,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.35,0.0,0.62,0.804,0.767,0.546,0.75,0.6,1.0,0.765,0.925,0.8,0.082,0.224,"Orange County is a 2002 Comedy, Drama film directed by Jake Kasdan and starring Colin Hanks, Jack Black, Schuyler Fisk. IMDb rating: 6.2/10, runtime: 82 minutes, reported gross: $41.03M.",strong comedy signal; strong drama signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
Save the Last Dance,2001,Thomas Carter,"Julia Stiles, Sean Patrick Thomas, Kerry Washington, Fredro Starr",6.2,112,U,$91.06M,Drama," Music,  Romance",4662,Save the Last Dance,2001,2000s,Thomas Carter,Julia Stiles,Sean Patrick Thomas,Kerry Washington,Fredro Starr,6.2,112,Standard,U,91.06,Medium,"Drama, Music, Romance",Drama,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0.0,0.25,1.0,0.0,1.0,0.45,0.62,0.794,0.983,0.661,1.0,0.3,0.667,0.66,0.4,0.962,0.099,0.224,"Save the Last Dance is a 2001 Drama, Music, Romance film directed by Thomas Carter and starring Julia Stiles, Sean Patrick Thomas, Kerry Washington. IMDb rating: 6.2/10, runtime: 112 minutes, reported gross: $91.06M.",strong drama signal; strong romance signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
Message in a Bottle,1999,Luis Mandoki,"Kevin Costner, Robin Wright, Paul Newman, John Savage",6.2,126,UA,$52.88M,Drama, Romance,4663,Message in a Bottle,1999,1990s,Luis Mandoki,Kevin Costner,Robin Wright,Paul Newman,John Savage,6.2,126,Standard,UA,52.88,Medium,"Drama, Romance",Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.25,1.0,0.0,1.0,0.0,0.62,0.775,0.867,0.583,0.75,0.1,1.0,0.605,0.362,0.962,0.087,0.224,"Message in a Bottle is a 1999 Drama, Romance film directed by Luis Mandoki and starring Kevin Costner, Robin Wright, Paul Newman. IMDb rating: 6.2/10, runtime: 126 minutes, reported gross: $52.88M.",strong drama signal; strong romance signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
Practical Magic,1998,Griffin Dunne,"Sandra Bullock, Nicole Kidman, Stockard Channing, Dianne Wiest",6.2,104,A,$46.68M,Comedy," Drama,  Fantasy",4664,Practical Magic,1998,1990s,Griffin Dunne,Sandra Bullock,Nicole Kidman,Stockard Channing,Dianne Wiest,6.2,104,Standard,A,46.68,Low,"Comedy, Drama, Fantasy",Comedy,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.0,1.0,1.0,0.65,0.35,0.0,0.62,0.765,0.95,0.565,0.25,0.1,1.0,0.717,0.849,0.8,0.215,0.517,"Practical Magic is a 1998 Comedy, Drama, Fantasy film directed by Griffin Dunne and starring Sandra Bullock, Nicole Kidman, Stockard Channing. IMDb rating: 6.2/10, runtime: 104 minutes, reported gross: $46.68M.",strong comedy signal; strong drama signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
Fear,1996,James Foley,"Mark Wahlberg, Reese Witherspoon, William Petersen, Amy Brenneman",6.2,97,Not Rated,$20.75M,Drama, Thriller,4665,Fear,1996,1990s,James Foley,Mark Wahlberg,Reese Witherspoon,William Petersen,Amy Brenneman,6.2,97,Standard,Not Rated,20.75,Low,"Drama, Thriller",Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.75,0.0,1.0,0.0,0.35,0.0,0.62,0.745,0.892,0.45,0.5,0.6,1.0,0.296,0.137,0.8,0.555,0.374,"Fear is a 1996 Drama, Thriller film directed by James Foley and starring Mark Wahlberg, Reese Witherspoon, William Petersen. IMDb rating: 6.2/10, runtime: 97 minutes, reported gross: $20.75M.",strong drama signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
Wolf,1994,Mike Nichols,"Jack Nicholson, Michelle Pfeiffer, James Spader, Kate Nelligan",6.2,125,A,$65.01M,Drama," Horror,  Romance",4666,Wolf,1994,1990s,Mike Nichols,Jack Nicholson,Michelle Pfeiffer,James Spader,Kate Nelligan,6.2,125,Standard,A,65.01,Medium,"Drama, Horror, Romance",Drama,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0.0,0.25,1.0,0.0,1.0,0.0,0.62,0.725,0.875,0.612,0.25,1.0,1.0,0.531,0.287,0.962,0.092,0.224,"Wolf is a 1994 Drama, Horror, Romance film directed by Mike Nichols and starring Jack Nicholson, Michelle Pfeiffer, James Spader. IMDb rating: 6.2/10, runtime: 125 minutes, reported gross: $65.01M.",strong drama signal; strong romance signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
Sleeping with the Enemy,1991,Joseph Ruben,"Julia Roberts, Patrick Bergin, Kevin Anderson, Elizabeth Lawrence",6.2,99,A,$101.60M,Drama, Thriller,4667,Sleeping with the Enemy,1991,1990s,Joseph Ruben,Julia Roberts,Patrick Bergin,Kevin Anderson,Elizabeth Lawrence,6.2,99,Standard,A,101.6,Medium,"Drama, Thriller",Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.75,0.0,1.0,0.0,0.35,0.0,0.62,0.696,0.908,0.677,0.25,0.5,1.0,0.261,0.1,0.8,0.589,0.374,"Sleeping with the Enemy is a 1991 Drama, Thriller film directed by Joseph Ruben and starring Julia Roberts, Patrick Bergin, Kevin Anderson. IMDb rating: 6.2/10, runtime: 99 minutes, reported gross: $101.60M.",strong drama signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
Flashdance,1983,Adrian Lyne,"Jennifer Beals, Michael Nouri, Lilia Skala, Sunny Johnson",6.2,95,UA,$94.90M,Drama," Music,  Romance",4668,Flashdance,1983,1980s,Adrian Lyne,Jennifer Beals,Michael Nouri,Lilia Skala,Sunny Johnson,6.2,95,Standard,UA,94.9,Medium,"Drama, Music, Romance",Drama,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0.0,0.25,1.0,0.0,1.0,0.45,0.62,0.618,0.875,0.667,0.75,0.8,0.083,0.606,0.362,0.962,0.1,0.224,"Flashdance is a 1983 Drama, Music, Romance film directed by Adrian Lyne and starring Jennifer Beals, Michael Nouri, Lilia Skala. IMDb rating: 6.2/10, runtime: 95 minutes, reported gross: $94.90M.",strong drama signal; strong romance signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
Book Club,2018,Bill Holderman,"Diane Keaton, Jane Fonda, Candice Bergen, Mary Steenburgen",6.1,104,A,$68.57M,Comedy," Drama,  Romance",4669,Book Club,2018,2010s,Bill Holderman,Diane Keaton,Jane Fonda,Candice Bergen,Mary Steenburgen,6.1,104,Standard,A,68.57,Medium,"Comedy, Drama, Romance",Comedy,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.0,1.0,0.0,1.0,0.0,0.61,0.961,0.95,0.62,0.25,0.1,1.0,0.88,0.849,0.961,0.093,0.222,"Book Club is a 2018 Comedy, Drama, Romance film directed by Bill Holderman and starring Diane Keaton, Jane Fonda, Candice Bergen. IMDb rating: 6.1/10, runtime: 104 minutes, reported gross: $68.57M.",strong comedy signal; strong drama signal; strong romance signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
I Kill Giants,2017,Anders Walter,"Madison Wolfe, Zoe Saldana, Imogen Poots, Sydney Wade",6.1,106,16,Gross Unkown,Drama," Fantasy,  Thriller",4670,I Kill Giants,2017,2010s,Anders Walter,Madison Wolfe,Zoe Saldana,Imogen Poots,Sydney Wade,6.1,106,Standard,16,,Unknown,"Drama, Fantasy, Thriller",Drama,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0.75,0.0,1.0,0.65,0.35,0.0,0.61,0.951,0.967,0.0,0.5,0.1,1.0,0.308,0.136,0.798,0.618,0.664,"I Kill Giants is a 2017 Drama, Fantasy, Thriller film directed by Anders Walter and starring Madison Wolfe, Zoe Saldana, Imogen Poots. IMDb rating: 6.1/10, runtime: 106 minutes.",strong drama signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
We Are Your Friends,2015,Max Joseph,"Zac Efron, Wes Bentley, Emily Ratajkowski, Jonny Weston",6.1,96,R,$3.59M,Drama," Music,  Romance",4671,We Are Your Friends,2015,2010s,Max Joseph,Zac Efron,Wes Bentley,Emily Ratajkowski,Jonny Weston,6.1,96,Standard,R,3.59,Low,"Drama, Music, Romance",Drama,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0.0,0.25,1.0,0.0,1.0,0.45,0.61,0.931,0.883,0.223,0.25,0.1,1.0,0.532,0.286,0.961,0.033,0.222,"We Are Your Friends is a 2015 Drama, Music, Romance film directed by Max Joseph and starring Zac Efron, Wes Bentley, Emily Ratajkowski. IMDb rating: 6.1/10, runtime: 96 minutes, reported gross: $3.59M.",strong drama signal; strong romance signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
A Hologram for the King,2016,Tom Tykwer,"Tom Hanks, Omar Elba, Sarita Choudhury, Ben Whishaw",6.1,98,R,$4.20M,Comedy," Drama,  Romance",4672,A Hologram for the King,2016,2010s,Tom Tykwer,Tom Hanks,Omar Elba,Sarita Choudhury,Ben Whishaw,6.1,98,Standard,R,4.2,Low,"Comedy, Drama, Romance",Comedy,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.0,1.0,0.0,1.0,0.0,0.61,0.941,0.9,0.241,0.25,0.5,1.0,0.872,0.849,0.961,0.036,0.222,"A Hologram for the King is a 2016 Comedy, Drama, Romance film directed by Tom Tykwer and starring Tom Hanks, Omar Elba, Sarita Choudhury. IMDb rating: 6.1/10, runtime: 98 minutes, reported gross: $4.20M.",strong comedy signal; strong drama signal; strong romance signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
Drinking Buddies,2013,Joe Swanberg,"Olivia Wilde, Jake Johnson, Anna Kendrick, Ron Livingston",6.1,90,R,$0.34M,Comedy," Drama,  Romance",4673,Drinking Buddies,2013,2010s,Joe Swanberg,Olivia Wilde,Jake Johnson,Anna Kendrick,Ron Livingston,6.1,90,Standard,R,0.34,Low,"Comedy, Drama, Romance",Comedy,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.0,1.0,0.0,1.0,0.0,0.61,0.912,0.833,0.043,0.25,0.1,1.0,0.862,0.849,0.961,0.006,0.222,"Drinking Buddies is a 2013 Comedy, Drama, Romance film directed by Joe Swanberg and starring Olivia Wilde, Jake Johnson, Anna Kendrick. IMDb rating: 6.1/10, runtime: 90 minutes, reported gross: $0.34M.",strong comedy signal; strong drama signal; strong romance signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
Dear White People,2014,Justin Simien,"Tyler James Williams, Tessa Thompson, Kyle Gallner, Teyonah Parris",6.1,108,R,$4.40M,Comedy," Drama,  Romance",4674,Dear White People,2014,2010s,Justin Simien,Tyler James Williams,Tessa Thompson,Kyle Gallner,Teyonah Parris,6.1,108,Standard,R,4.4,Low,"Comedy, Drama, Romance",Comedy,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.0,1.0,0.0,1.0,0.0,0.61,0.922,0.983,0.246,0.25,0.1,0.583,0.885,0.849,0.961,0.037,0.222,"Dear White People is a 2014 Comedy, Drama, Romance film directed by Justin Simien and starring Tyler James Williams, Tessa Thompson, Kyle Gallner. IMDb rating: 6.1/10, runtime: 108 minutes, reported gross: $4.40M.",strong comedy signal; strong drama signal; strong romance signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
Magic Mike,2012,Steven Soderbergh,"Channing Tatum, Alex Pettyfer, Olivia Munn, Matthew McConaughey",6.1,110,R,$113.72M,Comedy, Drama,4675,Magic Mike,2012,2010s,Steven Soderbergh,Channing Tatum,Alex Pettyfer,Olivia Munn,Matthew McConaughey,6.1,110,Standard,R,113.72,Medium,"Comedy, Drama",Comedy,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.35,0.0,0.61,0.902,1.0,0.693,0.25,1.0,1.0,0.725,0.849,0.798,0.104,0.222,"Magic Mike is a 2012 Comedy, Drama film directed by Steven Soderbergh and starring Channing Tatum, Alex Pettyfer, Olivia Munn. IMDb rating: 6.1/10, runtime: 110 minutes, reported gross: $113.72M.",strong comedy signal; strong drama signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
She's Funny That Way,2014,Peter Bogdanovich,"Imogen Poots, Owen Wilson, Jennifer Aniston, Kathryn Hahn",6.1,93,R,$0.09M,Comedy, Drama,4676,She's Funny That Way,2014,2010s,Peter Bogdanovich,Imogen Poots,Owen Wilson,Jennifer Aniston,Kathryn Hahn,6.1,93,Standard,R,0.09,Low,"Comedy, Drama",Comedy,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.35,0.0,0.61,0.922,0.858,0.013,0.25,0.4,1.0,0.704,0.849,0.798,0.002,0.222,"She's Funny That Way is a 2014 Comedy, Drama film directed by Peter Bogdanovich and starring Imogen Poots, Owen Wilson, Jennifer Aniston. IMDb rating: 6.1/10, runtime: 93 minutes, reported gross: $0.09M.",strong comedy signal; strong drama signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
Friends with Kids,2011,Jennifer Westfeldt,"Jennifer Westfeldt, Adam Scott, Maya Rudolph, Chris O'Dowd",6.1,107,R,$7.25M,Comedy," Drama,  Romance",4677,Friends with Kids,2011,2010s,Jennifer Westfeldt,Jennifer Westfeldt,Adam Scott,Maya Rudolph,Chris O'Dowd,6.1,107,Standard,R,7.25,Low,"Comedy, Drama, Romance",Comedy,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.0,1.0,0.0,1.0,0.0,0.61,0.892,0.975,0.308,0.25,0.1,0.833,0.884,0.849,0.961,0.046,0.222,"Friends with Kids is a 2011 Comedy, Drama, Romance film directed by Jennifer Westfeldt and starring Jennifer Westfeldt, Adam Scott, Maya Rudolph. IMDb rating: 6.1/10, runtime: 107 minutes, reported gross: $7.25M.",strong comedy signal; strong drama signal; strong romance signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
10 Years,2011,Jamie Linden,"Channing Tatum, Rosario Dawson, Chris Pratt, Jenna Dewan",6.1,110,PG-13,$0.20M,Comedy," Drama,  Romance",4678,10 Years,2011,2010s,Jamie Linden,Channing Tatum,Rosario Dawson,Chris Pratt,Jenna Dewan,6.1,110,Standard,PG-13,0.2,Low,"Comedy, Drama, Romance",Comedy,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.0,1.0,0.0,1.0,0.0,0.61,0.892,1.0,0.027,0.75,0.1,1.0,0.963,0.923,0.961,0.004,0.222,"10 Years is a 2011 Comedy, Drama, Romance film directed by Jamie Linden and starring Channing Tatum, Rosario Dawson, Chris Pratt. IMDb rating: 6.1/10, runtime: 110 minutes, reported gross: $0.20M.",strong comedy signal; strong drama signal; strong romance signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
Larry Crowne,2011,Tom Hanks,"Tom Hanks, Julia Roberts, Sarah Mahoney, Roxana Ortega",6.1,98,UA,$35.61M,Comedy," Drama,  Romance",4679,Larry Crowne,2011,2010s,Tom Hanks,Tom Hanks,Julia Roberts,Sarah Mahoney,Roxana Ortega,6.1,98,Standard,UA,35.61,Low,"Comedy, Drama, Romance",Comedy,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.0,1.0,0.0,1.0,0.0,0.61,0.892,0.9,0.526,0.75,0.2,1.0,0.948,0.923,0.961,0.079,0.222,"Larry Crowne is a 2011 Comedy, Drama, Romance film directed by Tom Hanks and starring Tom Hanks, Julia Roberts, Sarah Mahoney. IMDb rating: 6.1/10, runtime: 98 minutes, reported gross: $35.61M.",strong comedy signal; strong drama signal; strong romance signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
