Movie_Title,Year,Director,Actors,Rating,Runtime(Mins),Censor,Total_Gross,main_genre,side_genre,source_row_id,movie_title,release_year,decade,director_clean,lead_actor,actor_2,actor_3,actor_4,imdb_rating_10,runtime_minutes,runtime_bucket,censor_rating_clean,gross_usd_millions,gross_bucket,all_genres,main_genre_clean,genre_action,genre_adventure,genre_animation,genre_biography,genre_comedy,genre_crime,genre_documentary,genre_drama,genre_family,genre_fantasy,genre_history,genre_horror,genre_music,genre_mystery,genre_romance,genre_sci_fi,genre_sport,genre_thriller,genre_war,genre_western,preference_action_score,preference_comedy_score,preference_drama_score,preference_sci_fi_score,preference_romance_score,preference_documentary_score,rating_score,recency_score,length_score,popularity_score,family_friendly_score,director_dataset_popularity_score,actor_dataset_popularity_score,mood_relax,mood_funny,mood_emotional,mood_adrenaline,mood_mind_bending,overview_clean,recommendation_explanation_base,data_source_note
The Informant!,2009,Steven Soderbergh,"Matt Damon, Tony Hale, Patton Oswalt, Lucas McHugh Carroll",6.5,108,R,$33.31M,Biography," Comedy,  Crime",1898,The Informant!,2009,2000s,Steven Soderbergh,Matt Damon,Tony Hale,Patton Oswalt,Lucas McHugh Carroll,6.5,108,Standard,R,33.31,Low,"Biography, Comedy, Crime",Biography,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,1.0,0.8,0.0,0.25,0.65,0.65,0.873,0.983,0.517,0.25,1.0,1.0,0.697,0.853,0.647,0.5,0.21,"The Informant! is a 2009 Biography, Comedy, Crime film directed by Steven Soderbergh and starring Matt Damon, Tony Hale, Patton Oswalt. IMDb rating: 6.5/10, runtime: 108 minutes, reported gross: $33.31M.",strong comedy signal; strong drama signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
The Runaways,2010,Floria Sigismondi,"Kristen Stewart, Dakota Fanning, Michael Shannon, Stella Maeve",6.5,106,R,$3.57M,Biography," Drama,  Music",1899,The Runaways,2010,2010s,Floria Sigismondi,Kristen Stewart,Dakota Fanning,Michael Shannon,Stella Maeve,6.5,106,Standard,R,3.57,Low,"Biography, Drama, Music",Biography,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.35,0.65,0.65,0.882,0.967,0.222,0.25,0.1,1.0,0.27,0.103,0.802,0.033,0.23,"The Runaways is a 2010 Biography, Drama, Music film directed by Floria Sigismondi and starring Kristen Stewart, Dakota Fanning, Michael Shannon. IMDb rating: 6.5/10, runtime: 106 minutes, reported gross: $3.57M.",strong drama signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
Hollywoodland,2006,Allen Coulter,"Adrien Brody, Ben Affleck, Diane Lane, Bob Hoskins",6.5,126,R,$14.42M,Biography," Crime,  Drama",1900,Hollywoodland,2006,2000s,Allen Coulter,Adrien Brody,Ben Affleck,Diane Lane,Bob Hoskins,6.5,126,Standard,R,14.42,Low,"Biography, Crime, Drama",Biography,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0.0,1.0,0.0,0.35,0.65,0.65,0.843,0.867,0.4,0.25,0.2,1.0,0.255,0.103,0.802,0.483,0.23,"Hollywoodland is a 2006 Biography, Crime, Drama film directed by Allen Coulter and starring Adrien Brody, Ben Affleck, Diane Lane. IMDb rating: 6.5/10, runtime: 126 minutes, reported gross: $14.42M.",strong drama signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
Marie Antoinette,2006,Sofia Coppola,"Kirsten Dunst, Jason Schwartzman, Rip Torn, Steve Coogan",6.5,123,PG-13,$15.96M,Biography," Drama,  History",1901,Marie Antoinette,2006,2000s,Sofia Coppola,Kirsten Dunst,Jason Schwartzman,Rip Torn,Steve Coogan,6.5,123,Standard,PG-13,15.96,Low,"Biography, Drama, History",Biography,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.35,0.65,0.65,0.843,0.892,0.414,0.75,0.7,1.0,0.334,0.177,0.802,0.062,0.23,"Marie Antoinette is a 2006 Biography, Drama, History film directed by Sofia Coppola and starring Kirsten Dunst, Jason Schwartzman, Rip Torn. IMDb rating: 6.5/10, runtime: 123 minutes, reported gross: $15.96M.",strong drama signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
Riding in Cars with Boys,2001,Penny Marshall,"Drew Barrymore, Steve Zahn, Adam Garcia, Brittany Murphy",6.5,132,PG-13,$30.17M,Biography," Comedy,  Drama",1902,Riding in Cars with Boys,2001,2000s,Penny Marshall,Drew Barrymore,Steve Zahn,Adam Garcia,Brittany Murphy,6.5,132,Long,PG-13,30.17,Low,"Biography, Comedy, Drama",Biography,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.35,0.65,0.65,0.794,0.817,0.503,0.75,0.4,1.0,0.773,0.927,0.802,0.075,0.23,"Riding in Cars with Boys is a 2001 Biography, Comedy, Drama film directed by Penny Marshall and starring Drew Barrymore, Steve Zahn, Adam Garcia. IMDb rating: 6.5/10, runtime: 132 minutes, reported gross: $30.17M.",strong comedy signal; strong drama signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
Dangerous Minds,1995,John N. Smith,"Michelle Pfeiffer, George Dzundza, Courtney B. Vance, Robin Bartlett",6.5,99,U,$84.92M,Biography, Drama,1903,Dangerous Minds,1995,1990s,John N. Smith,Michelle Pfeiffer,George Dzundza,Courtney B. Vance,Robin Bartlett,6.5,99,Standard,U,84.92,Medium,"Biography, Drama",Biography,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.35,0.65,0.65,0.735,0.908,0.651,1.0,0.1,1.0,0.374,0.215,0.802,0.098,0.23,"Dangerous Minds is a 1995 Biography, Drama film directed by John N. Smith and starring Michelle Pfeiffer, George Dzundza, Courtney B. Vance. IMDb rating: 6.5/10, runtime: 99 minutes, reported gross: $84.92M.",strong drama signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
Fire in the Sky,1993,Robert Lieberman,"D.B. Sweeney, Robert Patrick, Craig Sheffer, Peter Berg",6.5,109,PG-13,$20.10M,Biography," Drama,  Fantasy",1904,Fire in the Sky,1993,1990s,Robert Lieberman,D.B. Sweeney,Robert Patrick,Craig Sheffer,Peter Berg,6.5,109,Standard,PG-13,20.1,Low,"Biography, Drama, Fantasy",Biography,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.65,0.35,0.65,0.65,0.716,0.992,0.446,0.75,0.2,0.75,0.349,0.177,0.802,0.197,0.523,"Fire in the Sky is a 1993 Biography, Drama, Fantasy film directed by Robert Lieberman and starring D.B. Sweeney, Robert Patrick, Craig Sheffer. IMDb rating: 6.5/10, runtime: 109 minutes, reported gross: $20.10M.",strong drama signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
A Dangerous Method,2011,David Cronenberg,"Michael Fassbender, Keira Knightley, Viggo Mortensen, Vincent Cassel",6.4,99,R,$5.70M,Biography," Drama,  Romance",1905,A Dangerous Method,2011,2010s,David Cronenberg,Michael Fassbender,Keira Knightley,Viggo Mortensen,Vincent Cassel,6.4,99,Standard,R,5.7,Low,"Biography, Drama, Romance",Biography,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.25,1.0,0.0,1.0,0.65,0.64,0.892,0.908,0.278,0.25,1.0,1.0,0.536,0.289,0.964,0.042,0.228,"A Dangerous Method is a 2011 Biography, Drama, Romance film directed by David Cronenberg and starring Michael Fassbender, Keira Knightley, Viggo Mortensen. IMDb rating: 6.4/10, runtime: 99 minutes, reported gross: $5.70M.",strong drama signal; strong romance signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
Kill Your Darlings,2013,John Krokidas,"Daniel Radcliffe, Dane DeHaan, Michael C. Hall, Ben Foster",6.4,104,R,$1.03M,Biography," Drama,  Romance",1906,Kill Your Darlings,2013,2010s,John Krokidas,Daniel Radcliffe,Dane DeHaan,Michael C. Hall,Ben Foster,6.4,104,Standard,R,1.03,Low,"Biography, Drama, Romance",Biography,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.25,1.0,0.0,1.0,0.65,0.64,0.912,0.95,0.103,0.25,0.1,1.0,0.542,0.289,0.964,0.015,0.228,"Kill Your Darlings is a 2013 Biography, Drama, Romance film directed by John Krokidas and starring Daniel Radcliffe, Dane DeHaan, Michael C. Hall. IMDb rating: 6.4/10, runtime: 104 minutes, reported gross: $1.03M.",strong drama signal; strong romance signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
The Iron Lady,2011,Phyllida Lloyd,"Meryl Streep, Jim Broadbent, Richard E. Grant, Susan Brown",6.4,105,U,$30.02M,Biography, Drama,1907,The Iron Lady,2011,2010s,Phyllida Lloyd,Meryl Streep,Jim Broadbent,Richard E. Grant,Susan Brown,6.4,105,Standard,U,30.02,Low,"Biography, Drama",Biography,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.35,0.65,0.64,0.892,0.958,0.502,1.0,0.2,1.0,0.381,0.214,0.802,0.075,0.228,"The Iron Lady is a 2011 Biography, Drama film directed by Phyllida Lloyd and starring Meryl Streep, Jim Broadbent, Richard E. Grant. IMDb rating: 6.4/10, runtime: 105 minutes, reported gross: $30.02M.",strong drama signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
How to Lose Friends & Alienate People,2008,Robert B. Weide,"Simon Pegg, Kirsten Dunst, Megan Fox, Kelan Guy",6.4,110,R,$2.78M,Biography," Comedy,  Drama",1908,How to Lose Friends & Alienate People,2008,2000s,Robert B. Weide,Simon Pegg,Kirsten Dunst,Megan Fox,Kelan Guy,6.4,110,Standard,R,2.78,Low,"Biography, Comedy, Drama",Biography,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.35,0.65,0.64,0.863,1.0,0.194,0.25,0.1,1.0,0.725,0.851,0.802,0.029,0.228,"How to Lose Friends & Alienate People is a 2008 Biography, Comedy, Drama film directed by Robert B. Weide and starring Simon Pegg, Kirsten Dunst, Megan Fox. IMDb rating: 6.4/10, runtime: 110 minutes, reported gross: $2.78M.",strong comedy signal; strong drama signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
Joan of Arc,1999,Luc Besson,"Milla Jovovich, John Malkovich, Rab Affleck, Stéphane Algoud",6.4,158,A,$14.28M,Adventure," Biography,  Drama",1909,Joan of Arc,1999,1990s,Luc Besson,Milla Jovovich,John Malkovich,Rab Affleck,Stéphane Algoud,6.4,158,Long,A,14.28,Low,"Adventure, Biography, Drama",Adventure,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.85,0.0,1.0,0.35,0.35,0.65,0.64,0.775,0.6,0.398,0.25,1.0,1.0,0.215,0.102,0.802,0.682,0.385,"Joan of Arc is a 1999 Adventure, Biography, Drama film directed by Luc Besson and starring Milla Jovovich, John Malkovich, Rab Affleck. IMDb rating: 6.4/10, runtime: 158 minutes, reported gross: $14.28M.",strong action/adventure signal; strong drama signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
1492: Conquest of Paradise,1992,Ridley Scott,"Gérard Depardieu, Armand Assante, Sigourney Weaver, Loren Dean",6.4,154,PG-13,$7.19M,Adventure," Biography,  Drama",1910,1492: Conquest of Paradise,1992,1990s,Ridley Scott,Gérard Depardieu,Armand Assante,Sigourney Weaver,Loren Dean,6.4,154,Long,PG-13,7.19,Low,"Adventure, Biography, Drama",Adventure,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.85,0.0,1.0,0.35,0.35,0.65,0.64,0.706,0.633,0.307,0.75,1.0,1.0,0.295,0.176,0.802,0.669,0.385,"1492: Conquest of Paradise is a 1992 Adventure, Biography, Drama film directed by Ridley Scott and starring Gérard Depardieu, Armand Assante, Sigourney Weaver. IMDb rating: 6.4/10, runtime: 154 minutes, reported gross: $7.19M.",strong action/adventure signal; strong drama signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
Mary Queen of Scots,2018,Josie Rourke,"Saoirse Ronan, Margot Robbie, Jack Lowden, Joe Alwyn",6.3,124,A,$16.47M,Biography," Drama,  History",1911,Mary Queen of Scots,2018,2010s,Josie Rourke,Saoirse Ronan,Margot Robbie,Jack Lowden,Joe Alwyn,6.3,124,Standard,A,16.47,Low,"Biography, Drama, History",Biography,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.35,0.65,0.63,0.961,0.883,0.418,0.25,0.1,1.0,0.257,0.101,0.8,0.063,0.226,"Mary Queen of Scots is a 2018 Biography, Drama, History film directed by Josie Rourke and starring Saoirse Ronan, Margot Robbie, Jack Lowden. IMDb rating: 6.3/10, runtime: 124 minutes, reported gross: $16.47M.",strong drama signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
True Story,2015,Rupert Goold,"James Franco, Jonah Hill, Felicity Jones, Maria Dizzia",6.3,99,R,$4.72M,Biography," Crime,  Drama",1912,True Story,2015,2010s,Rupert Goold,James Franco,Jonah Hill,Felicity Jones,Maria Dizzia,6.3,99,Standard,R,4.72,Low,"Biography, Crime, Drama",Biography,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0.0,1.0,0.0,0.35,0.65,0.63,0.931,0.908,0.255,0.25,0.2,1.0,0.261,0.101,0.8,0.461,0.226,"True Story is a 2015 Biography, Crime, Drama film directed by Rupert Goold and starring James Franco, Jonah Hill, Felicity Jones. IMDb rating: 6.3/10, runtime: 99 minutes, reported gross: $4.72M.",strong drama signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
A Walk in the Woods,2015,Ken Kwapis,"Robert Redford, Nick Nolte, Emma Thompson, Mary Steenburgen",6.3,104,R,$29.47M,Adventure," Biography,  Comedy",1913,A Walk in the Woods,2015,2010s,Ken Kwapis,Robert Redford,Nick Nolte,Emma Thompson,Mary Steenburgen,6.3,104,Standard,R,29.47,Low,"Adventure, Biography, Comedy",Adventure,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85,1.0,0.8,0.35,0.25,0.65,0.63,0.931,0.95,0.499,0.25,0.4,1.0,0.692,0.851,0.645,0.697,0.363,"A Walk in the Woods is a 2015 Adventure, Biography, Comedy film directed by Ken Kwapis and starring Robert Redford, Nick Nolte, Emma Thompson. IMDb rating: 6.3/10, runtime: 104 minutes, reported gross: $29.47M.",strong action/adventure signal; strong comedy signal; strong drama signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
W.,2008,Oliver Stone,"Josh Brolin, Elizabeth Banks, Ioan Gruffudd, Colin Hanks",6.3,129,UA,$25.53M,Biography," Comedy,  Drama",1914,W.,2008,2000s,Oliver Stone,Josh Brolin,Elizabeth Banks,Ioan Gruffudd,Colin Hanks,6.3,129,Standard,UA,25.53,Low,"Biography, Comedy, Drama",Biography,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.35,0.65,0.63,0.863,0.842,0.479,0.75,1.0,1.0,0.776,0.925,0.8,0.072,0.226,"W. is a 2008 Biography, Comedy, Drama film directed by Oliver Stone and starring Josh Brolin, Elizabeth Banks, Ioan Gruffudd. IMDb rating: 6.3/10, runtime: 129 minutes, reported gross: $25.53M.",strong comedy signal; strong drama signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
Evita,1996,Alan Parker,"Madonna, Jonathan Pryce, Antonio Banderas, Jimmy Nail",6.3,135,U,$50.05M,Biography," Drama,  History",1915,Evita,1996,1990s,Alan Parker,Madonna,Jonathan Pryce,Antonio Banderas,Jimmy Nail,6.3,135,Long,U,50.05,Medium,"Biography, Drama, History",Biography,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.35,0.65,0.63,0.745,0.792,0.575,1.0,0.7,1.0,0.356,0.213,0.8,0.086,0.226,"Evita is a 1996 Biography, Drama, History film directed by Alan Parker and starring Madonna, Jonathan Pryce, Antonio Banderas. IMDb rating: 6.3/10, runtime: 135 minutes, reported gross: $50.05M.",strong drama signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
The Fifth Estate,2013,Bill Condon,"Benedict Cumberbatch, Daniel Brühl, Carice van Houten, Alicia Vikander",6.2,128,UA,$3.25M,Biography," Crime,  Drama",1916,The Fifth Estate,2013,2010s,Bill Condon,Benedict Cumberbatch,Daniel Brühl,Carice van Houten,Alicia Vikander,6.2,128,Standard,UA,3.25,Low,"Biography, Crime, Drama",Biography,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0.0,1.0,0.0,0.35,0.65,0.62,0.912,0.85,0.211,0.75,0.8,1.0,0.328,0.174,0.8,0.454,0.224,"The Fifth Estate is a 2013 Biography, Crime, Drama film directed by Bill Condon and starring Benedict Cumberbatch, Daniel Brühl, Carice van Houten. IMDb rating: 6.2/10, runtime: 128 minutes, reported gross: $3.25M.",strong drama signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
Lovelace,2013,"Directors:Rob Epstein, Jeffrey Friedman","Amanda Seyfried, Peter Sarsgaard, Sharon Stone, Juno Temple",6.2,93,Not Rated,$0.36M,Biography, Drama,1917,Lovelace,2013,2010s,"Directors:Rob Epstein, Jeffrey Friedman",Amanda Seyfried,Peter Sarsgaard,Sharon Stone,Juno Temple,6.2,93,Standard,Not Rated,0.36,Low,"Biography, Drama",Biography,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.35,0.65,0.62,0.912,0.858,0.045,0.5,0.1,1.0,0.291,0.137,0.8,0.007,0.224,"Lovelace is a 2013 Biography, Drama film directed by Directors:Rob Epstein, Jeffrey Friedman and starring Amanda Seyfried, Peter Sarsgaard, Sharon Stone. IMDb rating: 6.2/10, runtime: 93 minutes, reported gross: $0.36M.",strong drama signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
The Libertine,2004,Laurence Dunmore,"Johnny Depp, Samantha Morton, John Malkovich, Paul Ritter",6.2,114,UA,$4.84M,Biography," Drama,  History",1918,The Libertine,2004,2000s,Laurence Dunmore,Johnny Depp,Samantha Morton,John Malkovich,Paul Ritter,6.2,114,Standard,UA,4.84,Low,"Biography, Drama, History",Biography,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.35,0.65,0.62,0.824,0.967,0.258,0.75,0.1,1.0,0.345,0.174,0.8,0.039,0.224,"The Libertine is a 2004 Biography, Drama, History film directed by Laurence Dunmore and starring Johnny Depp, Samantha Morton, John Malkovich. IMDb rating: 6.2/10, runtime: 114 minutes, reported gross: $4.84M.",strong drama signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
Jobs,2013,Joshua Michael Stern,"Ashton Kutcher, Dermot Mulroney, Josh Gad, Lukas Haas",6.0,128,UA,$16.13M,Biography, Drama,1919,Jobs,2013,2010s,Joshua Michael Stern,Ashton Kutcher,Dermot Mulroney,Josh Gad,Lukas Haas,6.0,128,Standard,UA,16.13,Low,"Biography, Drama",Biography,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.35,0.65,0.6,0.912,0.85,0.415,0.75,0.1,1.0,0.328,0.172,0.798,0.062,0.22,"Jobs is a 2013 Biography, Drama film directed by Joshua Michael Stern and starring Ashton Kutcher, Dermot Mulroney, Josh Gad. IMDb rating: 6.0/10, runtime: 128 minutes, reported gross: $16.13M.",strong drama signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
Thalaivi,2021,A.L. Vijay,"Kangana Ranaut, Arvind Swami, Nassar, Samuthirakani",5.9,153,U,Gross Unkown,Biography, Drama,1920,Thalaivi,2021,2020s,A.L. Vijay,Kangana Ranaut,Arvind Swami,Nassar,Samuthirakani,5.9,153,Long,U,,Unknown,"Biography, Drama",Biography,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.35,0.65,0.59,0.99,0.642,0.0,1.0,0.1,0.25,0.334,0.209,0.796,0.0,0.218,"Thalaivi is a 2021 Biography, Drama film directed by A.L. Vijay and starring Kangana Ranaut, Arvind Swami, Nassar. IMDb rating: 5.9/10, runtime: 153 minutes.",strong drama signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
Masterminds,2016,Jared Hess,"Zach Galifianakis, Kristen Wiig, Owen Wilson, Ross Kimball",5.8,95,16,$17.36M,Biography," Comedy,  Crime",1921,Masterminds,2016,2010s,Jared Hess,Zach Galifianakis,Kristen Wiig,Owen Wilson,Ross Kimball,5.8,95,Standard,16,17.36,Low,"Biography, Comedy, Crime",Biography,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,1.0,0.8,0.0,0.25,0.65,0.58,0.941,0.875,0.425,0.5,0.3,1.0,0.719,0.883,0.641,0.486,0.196,"Masterminds is a 2016 Biography, Comedy, Crime film directed by Jared Hess and starring Zach Galifianakis, Kristen Wiig, Owen Wilson. IMDb rating: 5.8/10, runtime: 95 minutes, reported gross: $17.36M.",strong comedy signal; strong drama signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
Heaven Is for Real,2014,Randall Wallace,"Greg Kinnear, Kelly Reilly, Thomas Haden Church, Connor Corum",5.8,99,UA,$91.44M,Biography," Drama,  Family",1922,Heaven Is for Real,2014,2010s,Randall Wallace,Greg Kinnear,Kelly Reilly,Thomas Haden Church,Connor Corum,5.8,99,Standard,UA,91.44,Medium,"Biography, Drama, Family",Biography,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.45,1.0,0.0,0.35,0.65,0.58,0.922,0.908,0.661,0.75,0.4,1.0,0.539,0.508,0.796,0.099,0.216,"Heaven Is for Real is a 2014 Biography, Drama, Family film directed by Randall Wallace and starring Greg Kinnear, Kelly Reilly, Thomas Haden Church. IMDb rating: 5.8/10, runtime: 99 minutes, reported gross: $91.44M.",strong drama signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
Eat Pray Love,2010,Ryan Murphy,"Julia Roberts, Javier Bardem, Richard Jenkins, Viola Davis",5.8,133,UA,$80.57M,Biography," Drama,  Romance",1923,Eat Pray Love,2010,2010s,Ryan Murphy,Julia Roberts,Javier Bardem,Richard Jenkins,Viola Davis,5.8,133,Long,UA,80.57,Medium,"Biography, Drama, Romance",Biography,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.25,1.0,0.0,1.0,0.65,0.58,0.882,0.808,0.643,0.75,0.2,1.0,0.596,0.358,0.958,0.096,0.216,"Eat Pray Love is a 2010 Biography, Drama, Romance film directed by Ryan Murphy and starring Julia Roberts, Javier Bardem, Richard Jenkins. IMDb rating: 5.8/10, runtime: 133 minutes, reported gross: $80.57M.",strong drama signal; strong romance signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
The Bling Ring,2013,Sofia Coppola,"Katie Chang, Israel Broussard, Emma Watson, Claire Julien",5.6,90,R,$5.84M,Biography," Crime,  Drama",1924,The Bling Ring,2013,2010s,Sofia Coppola,Katie Chang,Israel Broussard,Emma Watson,Claire Julien,5.6,90,Standard,R,5.84,Low,"Biography, Crime, Drama",Biography,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0.0,1.0,0.0,0.35,0.65,0.56,0.912,0.833,0.281,0.25,0.7,1.0,0.25,0.093,0.794,0.465,0.212,"The Bling Ring is a 2013 Biography, Crime, Drama film directed by Sofia Coppola and starring Katie Chang, Israel Broussard, Emma Watson. IMDb rating: 5.6/10, runtime: 90 minutes, reported gross: $5.84M.",strong drama signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
